period,minutes_remaining,seconds_remaning,action_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,loc_x,loc_y,shot_made_flag,game_date,HTM,opponent
227,3,9,58,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,8,-64,48,0,20091214,PHI,GSW
228,3,6,59,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20091214,PHI,GSW
229,3,4,34,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-179,181,0,20091214,PHI,GSW
230,3,3,45,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,18,182,4,0,20091214,PHI,GSW
231,3,0,53,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-226,-22,1,20091214,PHI,GSW
232,4,4,54,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20091214,PHI,GSW
233,4,1,17,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20091214,PHI,GSW
234,1,9,54,Pullup Jump shot,Mid-Range,Center(C),16-24 ft.,18,-37,186,1,20091216,GSW,SAS
235,1,1,46,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,15,152,39,0,20091216,GSW,SAS
236,1,1,3,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,17,-108,132,1,20091216,GSW,SAS
237,1,0,31,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-224,50,0,20091216,GSW,SAS
238,2,10,25,Running Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,47,36,0,20091216,GSW,SAS
239,3,6,52,Pullup Jump shot,Mid-Range,Center(C),16-24 ft.,20,54,198,1,20091216,GSW,SAS
240,3,5,47,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,28,149,241,0,20091216,GSW,SAS
241,3,2,6,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,11,-114,-2,0,20091216,GSW,SAS
242,3,1,31,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-24,0,0,20091216,GSW,SAS
243,3,0,3,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,8,18,78,0,20091216,GSW,SAS
244,4,0,48,Jump Shot,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,58,86,1,20091216,GSW,SAS
245,1,10,18,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,22,-117,192,1,20091218,GSW,WAS
246,1,9,20,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,106,179,1,20091218,GSW,WAS
247,1,8,51,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,23,239,0,1,20091218,GSW,WAS
248,1,6,25,Running Hook Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,65,15,1,20091218,GSW,WAS
249,1,5,28,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-204,145,1,20091218,GSW,WAS
250,1,5,9,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-152,219,0,20091218,GSW,WAS
251,1,2,40,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-11,15,0,20091218,GSW,WAS
252,2,8,10,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,9,26,93,0,20091218,GSW,WAS
253,2,7,46,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,17,65,164,0,20091218,GSW,WAS
254,2,5,39,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,25,-52,254,1,20091218,GSW,WAS
255,2,0,1,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,21,-166,143,0,20091218,GSW,WAS
256,3,6,56,Step Back Jump shot,Mid-Range,Right Side(R),16-24 ft.,21,181,121,1,20091218,GSW,WAS
257,3,4,15,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,27,7,279,1,20091218,GSW,WAS
258,4,11,33,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-229,0,0,20091218,GSW,WAS
259,4,7,10,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,26,9,269,1,20091218,GSW,WAS
260,4,5,47,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,231,42,0,20091218,GSW,WAS
261,4,0,10,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,81,255,0,20091218,GSW,WAS
262,1,9,55,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20091222,MEM,GSW
263,1,7,57,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,20,-196,58,1,20091222,MEM,GSW
264,1,5,9,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-164,211,0,20091222,MEM,GSW
265,1,4,38,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20091222,MEM,GSW
266,1,2,9,Jump Shot,Mid-Range,Right Side(R),8-16 ft.,15,94,123,1,20091222,MEM,GSW
267,1,0,33,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,-23,269,0,20091222,MEM,GSW
268,2,10,52,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,116,160,0,20091222,MEM,GSW
269,2,2,26,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,18,-122,137,0,20091222,MEM,GSW
270,3,10,46,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20091222,MEM,GSW
271,3,5,3,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-122,219,1,20091222,MEM,GSW
272,3,2,36,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,84,252,0,20091222,MEM,GSW
273,3,0,47,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20091222,MEM,GSW
274,4,7,0,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-150,189,1,20091222,MEM,GSW
275,4,4,37,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,130,228,0,20091222,MEM,GSW
276,4,1,37,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20091222,MEM,GSW
277,1,2,16,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,1,269,0,20091223,NOH,GSW
278,2,9,51,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,21,-123,176,1,20091223,NOH,GSW
279,2,8,43,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20091223,NOH,GSW
280,2,8,12,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,17,147,89,0,20091223,NOH,GSW
281,2,5,5,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,154,203,1,20091223,NOH,GSW
282,2,3,27,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20091223,NOH,GSW
283,2,1,15,Jump Shot,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,53,88,0,20091223,NOH,GSW
284,3,8,29,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-92,249,1,20091223,NOH,GSW
285,3,3,4,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,-237,25,1,20091223,NOH,GSW
286,3,0,58,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20091223,NOH,GSW
287,4,8,34,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,15,-136,67,0,20091223,NOH,GSW
288,4,2,43,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20091223,NOH,GSW
289,4,0,57,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-193,172,0,20091223,NOH,GSW
290,1,10,37,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-202,148,1,20091226,GSW,PHX
291,1,7,51,Step Back Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-202,151,1,20091226,GSW,PHX
292,1,0,4,Turnaround Jump Shot,Mid-Range,Left Side(L),8-16 ft.,12,-127,-5,0,20091226,GSW,PHX
293,2,10,13,Floating Jump shot,Restricted Area,Center(C),Less Than 8 ft.,3,32,6,0,20091226,GSW,PHX
294,2,4,11,Fadeaway Jump Shot,Mid-Range,Right Side(R),8-16 ft.,15,132,75,1,20091226,GSW,PHX
295,2,1,38,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,122,235,1,20091226,GSW,PHX
296,3,10,58,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,20,-70,194,0,20091226,GSW,PHX
297,3,7,29,Floating Jump shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,39,56,0,20091226,GSW,PHX
298,3,5,43,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-86,242,0,20091226,GSW,PHX
299,3,4,57,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,18,53,0,20091226,GSW,PHX
300,1,10,32,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,22,130,178,0,20091228,GSW,BOS
301,1,10,10,Jump Shot,Restricted Area,Center(C),Less Than 8 ft.,3,10,34,0,20091228,GSW,BOS
302,1,8,37,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,226,157,0,20091228,GSW,BOS
303,1,7,13,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,13,-133,1,0,20091228,GSW,BOS
304,1,10,4,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20091229,LAL,GSW
305,1,8,33,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,18,-95,160,1,20091229,LAL,GSW
306,1,3,45,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,16,160,-13,0,20091229,LAL,GSW
307,1,2,12,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-117,228,0,20091229,LAL,GSW
308,1,0,44,Floating Jump shot,Mid-Range,Right Side(R),8-16 ft.,9,91,26,1,20091229,LAL,GSW
309,2,2,26,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20091229,LAL,GSW
310,2,1,54,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20091229,LAL,GSW
311,2,1,10,Turnaround Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,129,153,1,20091229,LAL,GSW
312,3,7,9,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,23,-87,216,0,20091229,LAL,GSW
313,3,6,53,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20091229,LAL,GSW
314,1,10,21,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20100102,POR,GSW
315,1,9,36,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,209,126,1,20100102,POR,GSW
316,1,4,58,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20100102,POR,GSW
317,2,3,30,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,19,189,22,0,20100102,POR,GSW
318,2,2,57,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,19,193,6,1,20100102,POR,GSW
319,4,11,40,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,-24,263,0,20100102,POR,GSW
320,4,10,22,Jump Shot,Mid-Range,Center(C),16-24 ft.,22,2,225,0,20100102,POR,GSW
321,4,7,11,Running Jump Shot,Mid-Range,Left Side(L),8-16 ft.,10,-105,11,1,20100102,POR,GSW
322,4,5,53,Step Back Jump shot,Mid-Range,Right Side(R),16-24 ft.,17,154,88,0,20100102,POR,GSW
323,4,0,17,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,22,-116,194,0,20100102,POR,GSW
324,1,9,36,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,146,206,1,20100105,DEN,GSW
325,1,8,5,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,174,180,1,20100105,DEN,GSW
326,1,6,19,Jump Shot,In The Paint (Non-RA),Left Side(L),8-16 ft.,14,-80,122,1,20100105,DEN,GSW
327,1,3,43,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,156,154,0,20100105,DEN,GSW
328,1,0,32,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20100105,DEN,GSW
329,2,10,38,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,18,-161,89,1,20100105,DEN,GSW
330,2,9,4,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,18,-136,124,1,20100105,DEN,GSW
331,2,8,19,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,232,22,1,20100105,DEN,GSW
332,2,1,8,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,24,232,70,1,20100105,DEN,GSW
333,2,0,37,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,22,146,170,1,20100105,DEN,GSW
334,4,5,9,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,-162,187,1,20100105,DEN,GSW
335,4,2,50,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-177,185,1,20100105,DEN,GSW
336,4,1,1,Floating Jump shot,In The Paint (Non-RA),Center(C),8-16 ft.,11,-12,114,0,20100105,DEN,GSW
337,1,11,22,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,22,206,86,0,20100106,MIN,GSW
338,1,7,36,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,108,165,1,20100106,MIN,GSW
339,1,4,36,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,19,-198,-3,1,20100106,MIN,GSW
340,2,9,5,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-234,88,0,20100106,MIN,GSW
341,2,8,38,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20100106,MIN,GSW
342,2,7,4,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20100106,MIN,GSW
343,2,6,21,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,110,145,1,20100106,MIN,GSW
344,3,11,7,Pullup Jump shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,58,55,1,20100106,MIN,GSW
345,3,9,38,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,56,246,0,20100106,MIN,GSW
346,4,11,37,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-140,139,0,20100106,MIN,GSW
347,4,11,13,Pullup Jump shot,In The Paint (Non-RA),Center(C),8-16 ft.,14,-34,138,1,20100106,MIN,GSW
348,1,11,49,Pullup Jump shot,Mid-Range,Right Side(R),8-16 ft.,13,129,41,1,20100108,GSW,SAC
349,1,10,1,Jump Shot,Mid-Range,Center(C),16-24 ft.,20,2,203,0,20100108,GSW,SAC
350,1,9,55,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,20,20,1,20100108,GSW,SAC
351,1,6,12,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,105,167,1,20100108,GSW,SAC
352,1,5,2,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-223,9,0,20100108,GSW,SAC
353,2,3,45,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,17,159,66,0,20100108,GSW,SAC
354,3,11,3,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,92,157,1,20100108,GSW,SAC
355,3,9,58,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,20,207,6,0,20100108,GSW,SAC
356,3,6,50,Jump Shot,Mid-Range,Center(C),16-24 ft.,20,-60,194,0,20100108,GSW,SAC
357,4,5,3,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,25,-27,258,1,20100108,GSW,SAC
358,1,11,31,Floating Jump shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,-8,108,0,20100111,GSW,CLE
359,1,9,10,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-8,22,0,20100111,GSW,CLE
360,1,8,16,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,21,17,1,20100111,GSW,CLE
361,1,4,32,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,18,19,1,20100111,GSW,CLE
362,1,3,30,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,78,178,0,20100111,GSW,CLE
363,2,9,11,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,18,17,0,20100111,GSW,CLE
364,2,0,37,Floating Jump shot,Restricted Area,Center(C),Less Than 8 ft.,3,23,23,1,20100111,GSW,CLE
365,3,11,13,Pullup Jump shot,Mid-Range,Center(C),8-16 ft.,15,4,154,1,20100111,GSW,CLE
366,3,6,53,Pullup Jump shot,Mid-Range,Center(C),16-24 ft.,17,1,178,1,20100111,GSW,CLE
367,3,3,50,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-2,22,0,20100111,GSW,CLE
368,3,2,47,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,138,121,0,20100111,GSW,CLE
369,4,4,50,Pullup Jump shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-78,176,1,20100111,GSW,CLE
370,4,2,5,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,26,7,268,1,20100111,GSW,CLE
371,4,0,30,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,24,11,1,20100111,GSW,CLE
372,4,0,0,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,34,173,296,0,20100111,GSW,CLE
373,1,8,37,Jump Shot,Mid-Range,Left Side(L),8-16 ft.,13,-134,26,0,20100113,GSW,MIA
374,1,0,57,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-158,214,0,20100113,GSW,MIA
375,2,2,45,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-174,192,0,20100113,GSW,MIA
376,3,10,56,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-185,178,1,20100113,GSW,MIA
377,3,7,8,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-93,176,0,20100113,GSW,MIA
378,3,6,42,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,19,147,124,0,20100113,GSW,MIA
379,3,3,52,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,10,20,0,20100113,GSW,MIA
380,3,2,20,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,23,236,0,1,20100113,GSW,MIA
381,3,0,38,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-125,230,1,20100113,GSW,MIA
382,4,10,36,Running Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,45,15,0,20100113,GSW,MIA
383,1,11,21,Running Jump Shot,Mid-Range,Left Side(L),8-16 ft.,9,-90,7,1,20100115,GSW,MIL
384,1,10,57,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-18,3,1,20100115,GSW,MIL
385,1,8,57,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,20,-92,179,0,20100115,GSW,MIL
386,1,2,0,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,-147,206,0,20100115,GSW,MIL
387,2,8,21,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,18,15,1,20100115,GSW,MIL
388,2,5,26,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,28,6,0,20100115,GSW,MIL
389,2,2,25,Jump Shot,Mid-Range,Center(C),8-16 ft.,14,2,140,0,20100115,GSW,MIL
390,2,1,11,Jump Shot,Mid-Range,Center(C),8-16 ft.,14,-4,140,1,20100115,GSW,MIL
391,2,0,39,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,77,190,1,20100115,GSW,MIL
392,2,0,0,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,34,-146,309,0,20100115,GSW,MIL
393,3,7,16,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-24,9,0,20100115,GSW,MIL
394,3,2,38,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20100115,GSW,MIL
395,4,11,48,Running Jump Shot,Mid-Range,Right Side(R),8-16 ft.,11,113,14,0,20100115,GSW,MIL
396,4,9,24,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,24,204,143,1,20100115,GSW,MIL
397,4,7,31,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,16,135,102,0,20100115,GSW,MIL
398,4,2,47,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,16,-168,14,0,20100115,GSW,MIL
399,4,0,0,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,53,258,0,20100115,GSW,MIL
400,1,11,21,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-19,12,1,20100118,GSW,CHI
401,1,8,26,Jump Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,54,23,0,20100118,GSW,CHI
402,1,5,8,Jump Shot,Above the Break 3,Center(C),24+ ft.,27,56,272,0,20100118,GSW,CHI
403,1,3,19,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,17,-127,118,0,20100118,GSW,CHI
404,1,0,40,Running Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,-15,15,0,20100118,GSW,CHI
405,2,11,46,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,26,155,217,1,20100118,GSW,CHI
406,2,11,23,Jump Shot,Mid-Range,Center(C),16-24 ft.,21,-32,214,0,20100118,GSW,CHI
407,2,9,35,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,1,261,0,20100118,GSW,CHI
408,2,3,9,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,11,39,104,0,20100118,GSW,CHI
409,2,3,2,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-109,242,1,20100118,GSW,CHI
410,3,9,25,Step Back Jump shot,Mid-Range,Right Side(R),16-24 ft.,19,195,-5,1,20100118,GSW,CHI
411,3,6,52,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,22,226,6,1,20100118,GSW,CHI
412,3,1,51,Floating Jump shot,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-48,71,1,20100118,GSW,CHI
413,3,1,23,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,198,184,1,20100118,GSW,CHI
414,4,11,36,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,18,89,167,0,20100118,GSW,CHI
415,4,10,44,Pullup Jump shot,Mid-Range,Left Side Center(LC),16-24 ft.,17,-125,126,1,20100118,GSW,CHI
416,4,3,51,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,26,-76,255,1,20100118,GSW,CHI
417,4,0,32,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,26,45,265,0,20100118,GSW,CHI
418,1,4,49,Pullup Jump shot,Mid-Range,Right Side Center(RC),16-24 ft.,21,160,140,1,20100120,GSW,DEN
419,1,0,36,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,19,159,115,0,20100120,GSW,DEN
420,1,0,3,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,28,168,224,0,20100120,GSW,DEN
421,2,10,35,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,18,-187,0,0,20100120,GSW,DEN
422,2,4,13,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,45,263,0,20100120,GSW,DEN
423,2,0,47,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-158,216,0,20100120,GSW,DEN
424,3,10,26,Jump Shot,Restricted Area,Center(C),Less Than 8 ft.,3,-13,30,0,20100120,GSW,DEN
425,3,8,27,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,23,233,-6,1,20100120,GSW,DEN
426,3,7,15,Step Back Jump shot,Mid-Range,Right Side(R),8-16 ft.,14,144,7,1,20100120,GSW,DEN
427,3,4,40,Jump Shot,Mid-Range,Right Side(R),16-24 ft.,17,177,6,0,20100120,GSW,DEN
428,4,9,37,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,-34,255,0,20100120,GSW,DEN
429,4,8,58,Pullup Jump shot,Mid-Range,Left Side(L),16-24 ft.,16,-166,-11,1,20100120,GSW,DEN
430,4,7,57,Pullup Jump shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-93,176,0,20100120,GSW,DEN
431,4,5,1,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-7,7,0,20100120,GSW,DEN
432,4,3,44,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,10,255,0,20100120,GSW,DEN
433,4,2,43,Pullup Jump shot,Left Corner 3,Left Side(L),24+ ft.,23,-229,42,1,20100120,GSW,DEN
434,5,1,59,Step Back Jump shot,Above the Break 3,Center(C),24+ ft.,26,-82,257,1,20100120,GSW,DEN
435,1,8,52,Step Back Jump shot,Mid-Range,Left Side Center(LC),16-24 ft.,19,-101,172,1,20100122,GSW,NJN
436,1,7,33,Jump Shot,Mid-Range,Left Side(L),16-24 ft.,18,-182,0,1,20100122,GSW,NJN
437,1,5,19,Running Bank shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-40,39,1,20100122,GSW,NJN
438,1,4,10,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,24,64,238,1,20100122,GSW,NJN
439,2,8,59,Step Back Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,27,176,211,1,20100122,GSW,NJN
440,2,5,55,Jump Shot,Mid-Range,Right Side Center(RC),16-24 ft.,20,147,142,0,20100122,GSW,NJN
441,2,0,0,Jump Shot,Backcourt,Back Court(BC),Back Court Shot,49,-209,450,0,20100122,GSW,NJN
442,3,10,34,Jump Hook Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-60,20,0,20100122,GSW,NJN
443,3,9,7,Turnaround Bank shot,Mid-Range,Right Side(R),8-16 ft.,11,111,0,1,20100122,GSW,NJN
444,3,8,34,Pullup Jump shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,-188,192,1,20100122,GSW,NJN
445,3,8,3,Turnaround Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,18,-73,170,0,20100122,GSW,NJN
446,3,6,23,Running Bank shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,53,37,1,20100122,GSW,NJN
447,3,3,36,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-196,197,0,20100122,GSW,NJN
448,3,1,45,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,22,-228,19,0,20100122,GSW,NJN
449,3,1,18,Running Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,1,31,1,20100122,GSW,NJN
450,4,10,25,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,27,-220,159,0,20100122,GSW,NJN
451,4,8,41,Driving Finger Roll Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,-7,-8,1,20100122,GSW,NJN
452,4,7,2,Jump Shot,Mid-Range,Center(C),8-16 ft.,15,-4,156,0,20100122,GSW,NJN
453,4,3,46,Pullup Jump shot,Mid-Range,Left Side Center(LC),16-24 ft.,17,-86,156,0,20100122,GSW,NJN
454,4,1,51,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,7,15,1,20100122,GSW,NJN
455,4,0,27,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,-8,1,0,20100122,GSW,NJN
456,1,11,14,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,80,250,1,20100123,PHX,GSW
457,1,7,30,Jump Shot,Mid-Range,Left Side Center(LC),16-24 ft.,22,-79,209,0,20100123,PHX,GSW
